id,card_name,characters,card_number,spell_type,race,card_text,illustrator_id,deck_name,fc2wiki_link
0011,『⑪《博麗神社の巫女さん》博麗霊夢』,博麗霊夢,⑪,回避スペル,人間,効果：攻撃を受けていない自分の守護札を１枚選択し、手札に戻す。,01,紅魔郷デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%AA%E3%80%8A%E5%8D%9A%E9%BA%97%E7%A5%9E%E7%A4%BE%E3%81%AE%E5%B7%AB%E5%A5%B3%E3%81%95%E3%82%93%E3%80%8B%E5%8D%9A%E9%BA%97%E9%9C%8A%E5%A4%A2%E3%80%8F
0012,『⑫《紅より儚い永遠》スカーレット姉妹』,スカーレット姉妹,⑫,回避スペル,悪魔,"代償：自分の手札にある人間札を１枚選択し、捨て札に送る。
効果：自分の捨て札にある⑨以下の悪魔札を１枚選択し、手札に加える。",01,紅魔郷デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%AB%E3%80%8A%E7%B4%85%E3%82%88%E3%82%8A%E5%84%9A%E3%81%84%E6%B0%B8%E9%81%A0%E3%80%8B%E3%82%B9%E3%82%AB%E3%83%BC%E3%83%AC%E3%83%83%E3%83%88%E5%A7%89%E5%A6%B9%E3%80%8F
0013,『⑫《ほおずきみたいに紅い魂》ルーミア』,ルーミア,⑫,回避スペル,妖怪,"代償：自分の捨て札から妖怪、妖精、蟲札を2枚まで選択し、裏向きにする。
効果：回避判定後にこの札が表向きで守護エリアに存在する場合、
　　　 代償で裏向きにした札の枚数によって以下の効果を適用する。
　　　 1枚：この札を裏向きにする。
　　　 2枚：この札を手札に加える。",01,紅魔郷デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%AB%E3%80%8A%E3%81%BB%E3%81%8A%E3%81%9A%E3%81%8D%E3%81%BF%E3%81%9F%E3%81%84%E3%81%AB%E7%B4%85%E3%81%84%E9%AD%82%E3%80%8B%E3%83%AB%E3%83%BC%E3%83%9F%E3%82%A2%E3%80%8F
0014,『①《紅魔館のメイド》十六夜咲夜』,十六夜咲夜,①,攻撃スペル,人間,"条件：自分の自機札が⑧以上。
効果：攻撃した相手札が⑫だった場合、数値に関係なく撃破する。",01,妖々夢デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A0%E3%80%8A%E7%B4%85%E9%AD%94%E9%A4%A8%E3%81%AE%E3%83%A1%E3%82%A4%E3%83%89%E3%80%8B%E5%8D%81%E5%85%AD%E5%A4%9C%E5%92%B2%E5%A4%9C%E3%80%8F
0015,『②《冬の妖怪》チルノ＆レティ』,"チルノ, レティ",②,スペルなし,妖怪,,01,妖々夢デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A1%E3%80%8A%E5%86%AC%E3%81%AE%E5%A6%96%E6%80%AA%E3%80%8B%E3%83%81%E3%83%AB%E3%83%8E%EF%BC%86%E3%83%AC%E3%83%86%E3%82%A3%E3%80%8F
0016,『③《凶兆の黒猫》橙』,橙,③,攻撃スペル,妖獣,"代償：自分の手札にある⑪妖獣札を相手に公開する。公開後、手札に戻す。
効果：相手札を撃破した場合、捨て札に送らず、表向きで自分の守護エリアに配置し直す。",01,妖々夢デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A2%E3%80%8A%E5%87%B6%E5%85%86%E3%81%AE%E9%BB%92%E7%8C%AB%E3%80%8B%E6%A9%99%E3%80%8F
0017,『④《七色の人形使い》アリス・マーガトロイド』,アリス・マーガトロイド,④,攻撃スペル,魔術師,"代償：自分の手札にあるスペルなし札を１枚選択し、捨て札に送る。
効果：自分の捨て札にある⑤魔術師札を１枚選択し、手札に加える。",01,妖々夢デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A3%E3%80%8A%E4%B8%83%E8%89%B2%E3%81%AE%E4%BA%BA%E5%BD%A2%E4%BD%BF%E3%81%84%E3%80%8B%E3%82%A2%E3%83%AA%E3%82%B9%E3%83%BB%E3%83%9E%E3%83%BC%E3%82%AC%E3%83%88%E3%83%AD%E3%82%A4%E3%83%89%E3%80%8F
0018,『⑤《普通の黒魔術少女》霧雨魔理沙』,霧雨魔理沙,⑤,攻撃スペル,魔術師,"代償：自分の手札にある⑫札を相手に公開する。公開後、手札に戻す。
効果：相手札を撃破した場合、相手の守護エリアにある裏向き札を１枚選択し、表向きにする。",01,妖々夢デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A4%E3%80%8A%E6%99%AE%E9%80%9A%E3%81%AE%E9%BB%92%E9%AD%94%E8%A1%93%E5%B0%91%E5%A5%B3%E3%80%8B%E9%9C%A7%E9%9B%A8%E9%AD%94%E7%90%86%E6%B2%99%E3%80%8F
0019,『⑥《春を運ぶ妖精》リリーホワイト』,リリーホワイト,⑥,スペルなし,妖精,,01,妖々夢デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A5%E3%80%8A%E6%98%A5%E3%82%92%E9%81%8B%E3%81%B6%E5%A6%96%E7%B2%BE%E3%80%8B%E3%83%AA%E3%83%AA%E3%83%BC%E3%83%9B%E3%83%AF%E3%82%A4%E3%83%88%E3%80%8F
0020,『⑦《幽霊楽団》プリズムリバー三姉妹』,プリズムリバー三姉妹,⑦,回避スペル,幽霊,"条件：自分の自機札が相手の自機札の数値以下。
効果：弾幕攻撃を受けた自分の札の合計値を⑫にする。",01,妖々夢デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A6%E3%80%8A%E5%B9%BD%E9%9C%8A%E6%A5%BD%E5%9B%A3%E3%80%8B%E3%83%97%E3%83%AA%E3%82%BA%E3%83%A0%E3%83%AA%E3%83%90%E3%83%BC%E4%B8%89%E5%A7%89%E5%A6%B9%E3%80%8F
0021,『⑧《幽人の庭師》魂魄妖夢』,魂魄妖夢,⑧,回避スペル,幽霊,"条件：自分の自機札が相手の自機札の数値以下。
効果：この札を⑩として扱う。",01,妖々夢デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A7%E3%80%8A%E5%B9%BD%E4%BA%BA%E3%81%AE%E5%BA%AD%E5%B8%AB%E3%80%8B%E9%AD%82%E9%AD%84%E5%A6%96%E5%A4%A2%E3%80%8F
0022,『⑨《楽園の素敵な巫女》博麗霊夢』,博麗霊夢,⑨,攻撃スペル,人間,"代償：自分の手札にある妖怪札を１枚選択し、捨て札に送る。
効果：相手の自機エリアを１ケ所選択し、相手の自機札を選択したエリアに配置する。",01,妖々夢デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A8%E3%80%8A%E6%A5%BD%E5%9C%92%E3%81%AE%E7%B4%A0%E6%95%B5%E3%81%AA%E5%B7%AB%E5%A5%B3%E3%80%8B%E5%8D%9A%E9%BA%97%E9%9C%8A%E5%A4%A2%E3%80%8F
0023,『⑩《幽冥楼閣の亡霊少女》西行寺幽々子』,西行寺幽々子,⑩,攻撃スペル,幽霊,"条件：自分の自機札が相手の自機札の数値以下。
効果：この札以外の自分の表向き守護札を１枚選択し、裏向きにする。",01,妖々夢デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A9%E3%80%8A%E5%B9%BD%E5%86%A5%E6%A5%BC%E9%96%A3%E3%81%AE%E4%BA%A1%E9%9C%8A%E5%B0%91%E5%A5%B3%E3%80%8B%E8%A5%BF%E8%A1%8C%E5%AF%BA%E5%B9%BD%E3%80%85%E5%AD%90%E3%80%8F
0024,『⑪《すきま妖怪の式》八雲藍』,八雲藍,⑪,攻撃スペル,妖獣,"代償：弾幕攻撃を行わない。
効果：相手は回避スペルを発動できない。",01,妖々夢デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%AA%E3%80%8A%E3%81%99%E3%81%8D%E3%81%BE%E5%A6%96%E6%80%AA%E3%81%AE%E5%BC%8F%E3%80%8B%E5%85%AB%E9%9B%B2%E8%97%8D%E3%80%8F
0025,『⑫《神隠しの主犯》八雲紫』,八雲紫,⑫,回避スペル,妖怪,"代償：この札を①として扱う。
効果：次の自分のターンは攻撃フェーズを行わない。",01,妖々夢デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%AB%E3%80%8A%E7%A5%9E%E9%9A%A0%E3%81%97%E3%81%AE%E4%B8%BB%E7%8A%AF%E3%80%8B%E5%85%AB%E9%9B%B2%E7%B4%AB%E3%80%8F
0026,『⑨《目にも留まらない化猫》橙』,橙,⑨,特殊能力,妖獣,"状態：自分の捨て札に存在。
代償：この札の効果はゲーム中に1度しか使用できない。
効果：自分ターン終了時、自分守護エリアの表向き妖獣札を1枚手札に加えることで、
　　　捨て札に存在するこの札を自分の空き守護エリアに裏向きで配置できる。",01,妖々夢デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A8%E3%80%8A%E7%9B%AE%E3%81%AB%E3%82%82%E7%95%99%E3%81%BE%E3%82%89%E3%81%AA%E3%81%84%E5%8C%96%E7%8C%AB%E3%80%8B%E6%A9%99%E3%80%8F
0027,『①《ドールクルセイダー》上海人形』,上海人形,①,スペルなし,魔術師,,01,萃夢想デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A0%E3%80%8A%E3%83%89%E3%83%BC%E3%83%AB%E3%82%AF%E3%83%AB%E3%82%BB%E3%82%A4%E3%83%80%E3%83%BC%E3%80%8B%E4%B8%8A%E6%B5%B7%E4%BA%BA%E5%BD%A2%E3%80%8F
0028,『②《完全で瀟洒な従者》十六夜咲夜』,十六夜咲夜,②,攻撃スペル,人間,効果：この札の攻撃を受けた表向き札は回避スペルを発動できない。,01,萃夢想デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A1%E3%80%8A%E5%AE%8C%E5%85%A8%E3%81%A7%E7%80%9F%E6%B4%92%E3%81%AA%E5%BE%93%E8%80%85%E3%80%8B%E5%8D%81%E5%85%AD%E5%A4%9C%E5%92%B2%E5%A4%9C%E3%80%8F
0029,『③《永遠に赤い幼き月》レミリア・スカーレット』,レミリア・スカーレット,③,回避スペル,悪魔,"条件：自分の自機が悪魔札。
効果：この札を⑤として扱う。",01,萃夢想デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A2%E3%80%8A%E6%B0%B8%E9%81%A0%E3%81%AB%E8%B5%A4%E3%81%84%E5%B9%BC%E3%81%8D%E6%9C%88%E3%80%8B%E3%83%AC%E3%83%9F%E3%83%AA%E3%82%A2%E3%83%BB%E3%82%B9%E3%82%AB%E3%83%BC%E3%83%AC%E3%83%83%E3%83%88%E3%80%8F
0030,『④《半分幻の庭師》魂魄妖夢』,魂魄妖夢,④,回避スペル,幽霊,"条件：自分の自機札が相手の自機札の数値以下。
効果：この札を⑥として扱う。",01,萃夢想デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A3%E3%80%8A%E5%8D%8A%E5%88%86%E5%B9%BB%E3%81%AE%E5%BA%AD%E5%B8%AB%E3%80%8B%E9%AD%82%E9%AD%84%E5%A6%96%E5%A4%A2%E3%80%8F
0031,『⑤《天衣無縫の亡霊》西行寺幽々子』,西行寺幽々子,⑤,攻撃スペル,幽霊,"効果：自分の捨て札から④以下の札を1枚選択する。
　　　自分の自機エリアにある自機札を捨て札に送り、選択した札を自機札のあったエリアに配置する。
　　　以降、配置した札を自機として扱う。",01,萃夢想デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A4%E3%80%8A%E5%A4%A9%E8%A1%A3%E7%84%A1%E7%B8%AB%E3%81%AE%E4%BA%A1%E9%9C%8A%E3%80%8B%E8%A5%BF%E8%A1%8C%E5%AF%BA%E5%B9%BD%E3%80%85%E5%AD%90%E3%80%8F
0032,『⑥《御神酒の守護者》博麗霊夢』,博麗霊夢,⑥,スペルなし,人間,,01,萃夢想デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A5%E3%80%8A%E5%BE%A1%E7%A5%9E%E9%85%92%E3%81%AE%E5%AE%88%E8%AD%B7%E8%80%85%E3%80%8B%E5%8D%9A%E9%BA%97%E9%9C%8A%E5%A4%A2%E3%80%8F
0033,『⑦《普通の魔法使い》霧雨魔理沙』,霧雨魔理沙,⑦,攻撃スペル,魔術師,"代償：自分の手札にある⑫札を相手に公開する。公開後、手札に戻す。
効果：相手は回避スペルを発動できない。",01,萃夢想デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A6%E3%80%8A%E6%99%AE%E9%80%9A%E3%81%AE%E9%AD%94%E6%B3%95%E4%BD%BF%E3%81%84%E3%80%8B%E9%9C%A7%E9%9B%A8%E9%AD%94%E7%90%86%E6%B2%99%E3%80%8F
0034,『⑧《七色の人形遣い》アリス・マーガトロイド』,アリス・マーガトロイド,⑧,回避スペル,魔術師,"代償：自分の手札にあるスペルなし札を１枚選択し、捨て札に送る。
効果：自分の捨て札にある⑦魔術師札を１枚選択し、手札に加える。",01,萃夢想デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A7%E3%80%8A%E4%B8%83%E8%89%B2%E3%81%AE%E4%BA%BA%E5%BD%A2%E9%81%A3%E3%81%84%E3%80%8B%E3%82%A2%E3%83%AA%E3%82%B9%E3%83%BB%E3%83%9E%E3%83%BC%E3%82%AC%E3%83%88%E3%83%AD%E3%82%A4%E3%83%89%E3%80%8F
0035,『⑨《動かない大図書館》パチュリー・ノーレッジ』,パチュリー・ノーレッジ,⑨,回避スペル,魔術師,"条件：⑧以下の攻撃を受ける。
代償：この札を①として扱う。
効果：相手の手札を１枚捨て札に送る。送る札は相手が選択する。",01,萃夢想デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A8%E3%80%8A%E5%8B%95%E3%81%8B%E3%81%AA%E3%81%84%E5%A4%A7%E5%9B%B3%E6%9B%B8%E9%A4%A8%E3%80%8B%E3%83%91%E3%83%81%E3%83%A5%E3%83%AA%E3%83%BC%E3%83%BB%E3%83%8E%E3%83%BC%E3%83%AC%E3%83%83%E3%82%B8%E3%80%8F
0036,『⑩《幻想の境界》八雲紫』,八雲紫,⑩,攻撃スペル,妖怪,"代償：この札以外の自分の守護札を１枚選択し、捨て札に送る。
効果：代償で選択した札以下の数値を持つスペルなし札を捨て札から１枚選択し、手札に加える。",01,萃夢想デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A9%E3%80%8A%E5%B9%BB%E6%83%B3%E3%81%AE%E5%A2%83%E7%95%8C%E3%80%8B%E5%85%AB%E9%9B%B2%E7%B4%AB%E3%80%8F
0037,『⑪《紅魔館の門番》紅美鈴』,紅美鈴,⑪,攻撃スペル,妖怪,"条件：自分の自機札が⑪以上。
効果：この札を⑫として扱う。",01,萃夢想デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%AA%E3%80%8A%E7%B4%85%E9%AD%94%E9%A4%A8%E3%81%AE%E9%96%80%E7%95%AA%E3%80%8B%E7%B4%85%E7%BE%8E%E9%88%B4%E3%80%8F
0038,『⑫《萃まる夢、幻、そして百鬼夜行》伊吹萃香』,伊吹萃香,⑫,攻撃スペル,鬼,"代償：自分の裏向き守護札を１枚選択し、表向きにする。
効果：代償で選択した札と、自分の自機エリアに存在する自機札を入れ替える。
　　　 以降、自機エリアに配置した札を自機として扱う。",01,萃夢想デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%AB%E3%80%8A%E8%90%83%E3%81%BE%E3%82%8B%E5%A4%A2%E3%80%81%E5%B9%BB%E3%80%81%E3%81%9D%E3%81%97%E3%81%A6%E7%99%BE%E9%AC%BC%E5%A4%9C%E8%A1%8C%E3%80%8B%E4%BC%8A%E5%90%B9%E8%90%83%E9%A6%99%E3%80%8F
0039,『②《不羈奔放の古豪》伊吹萃香』,伊吹萃香,②,特殊能力,鬼,"効果：ゲーム中この札が新たに自分の自機札になったターンの終了時、自分の守護札を全て手札に戻すことができる。
　　　効果を使用した場合、可能な限り自分の守護エリアに手札を裏向きで配置する。",01,萃夢想デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A1%E3%80%8A%E4%B8%8D%E7%BE%88%E5%A5%94%E6%94%BE%E3%81%AE%E5%8F%A4%E8%B1%AA%E3%80%8B%E4%BC%8A%E5%90%B9%E8%90%83%E9%A6%99%E3%80%8F
0040,『⑥《魂のないフォークダンス》蓬莱人形』,蓬莱人形,⑥,特殊能力,人形,"効果：自分の魔術師札が攻撃態勢・攻撃対象になった時、手札からこの札を公開してもよい。
　　　公開後、手札に戻す。
　　　公開した場合、①～⑫の中から数値を1つ選択する。
　　　自分の人形・魔術師札はターン終了時まで捨て札に存在する限り選択した数値として扱う。
　　　この効果を使用した場合、以降この札はゲーム中スペルなし札として扱う。",01,萃夢想デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A5%E3%80%8A%E9%AD%82%E3%81%AE%E3%81%AA%E3%81%84%E3%83%95%E3%82%A9%E3%83%BC%E3%82%AF%E3%83%80%E3%83%B3%E3%82%B9%E3%80%8B%E8%93%AC%E8%8E%B1%E4%BA%BA%E5%BD%A2%E3%80%8F
0041,『⑩《蒼天の庭師》魂魄妖夢』,魂魄妖夢,⑩,攻撃スペル,幽霊,"条件：自分自機札が幽霊札。
代償：この札を捨て札に送る。
効果：このターンの開始時からプレイをやり直す。
　　　やり直したターンの終了時まで自分の幽霊札以外の種族はスペル・特殊能力を発動できない。
　　　やり直したターンに幽霊札を攻撃態勢にした場合、捨て札に存在するこの札を手札に加えることができる。",01,萃夢想デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A9%E3%80%8A%E8%92%BC%E5%A4%A9%E3%81%AE%E5%BA%AD%E5%B8%AB%E3%80%8B%E9%AD%82%E9%AD%84%E5%A6%96%E5%A4%A2%E3%80%8F
0042,『①《幽冥の住人チーム》妖夢＆幽々子』,"妖夢, 幽々子",①,回避スペル,幽霊,"条件：自分の自機札が④以下。
効果：この札の数値を、自分の捨て札の枚数と同じにする。",01,永夜抄デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A0%E3%80%8A%E5%B9%BD%E5%86%A5%E3%81%AE%E4%BD%8F%E4%BA%BA%E3%83%81%E3%83%BC%E3%83%A0%E3%80%8B%E5%A6%96%E5%A4%A2%EF%BC%86%E5%B9%BD%E3%80%85%E5%AD%90%E3%80%8F
0043,『②《闇に蠢く光の蟲》リグル・ナイトバグ』,リグル・ナイトバグ,②,攻撃スペル,妖怪,効果：自分の空き守護エリアを1ヶ所選択し、この札を選択したエリアに移動させる。,01,永夜抄デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A1%E3%80%8A%E9%97%87%E3%81%AB%E8%A0%A2%E3%81%8F%E5%85%89%E3%81%AE%E8%9F%B2%E3%80%8B%E3%83%AA%E3%82%B0%E3%83%AB%E3%83%BB%E3%83%8A%E3%82%A4%E3%83%88%E3%83%90%E3%82%B0%E3%80%8F
0044,『③《夜雀の怪》ミスティア・ローレライ』,ミスティア・ローレライ,③,スペルなし,妖怪,,01,永夜抄デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A2%E3%80%8A%E5%A4%9C%E9%9B%80%E3%81%AE%E6%80%AA%E3%80%8B%E3%83%9F%E3%82%B9%E3%83%86%E3%82%A3%E3%82%A2%E3%83%BB%E3%83%AD%E3%83%BC%E3%83%AC%E3%83%A9%E3%82%A4%E3%80%8F
0045,『④《幻想の結界チーム》霊夢＆紫』,"霊夢, 紫",④,攻撃スペル,妖怪,"条件：自分の手札が０枚。
効果：相手の自機エリアを１ヶ所選択し、相手の自機札を選択したエリアに配置する。",01,永夜抄デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A3%E3%80%8A%E5%B9%BB%E6%83%B3%E3%81%AE%E7%B5%90%E7%95%8C%E3%83%81%E3%83%BC%E3%83%A0%E3%80%8B%E9%9C%8A%E5%A4%A2%EF%BC%86%E7%B4%AB%E3%80%8F
0046,『⑤《知識と歴史の半獣》上白沢慧音』,上白沢慧音,⑤,攻撃スペル,人間,"代償：自分の手札にある⑩以上の人間札を相手に公開する。
　　　公開後、手札に戻す。
効果：この札以外の自分の守護札を１枚選択し、手札に戻す。",01,永夜抄デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A4%E3%80%8A%E7%9F%A5%E8%AD%98%E3%81%A8%E6%AD%B4%E5%8F%B2%E3%81%AE%E5%8D%8A%E7%8D%A3%E3%80%8B%E4%B8%8A%E7%99%BD%E6%B2%A2%E6%85%A7%E9%9F%B3%E3%80%8F
0047,『⑥《地上の兎》因幡てゐ』,因幡てゐ,⑥,攻撃スペル,妖獣,"効果：手札の月の民札を１枚選択し、空き自機エリアに配置する。
　　　その後、元々の自機札を捨て札に送る。
　　　以降、新たに自機エリアに配置した札を自機として扱う。",01,永夜抄デッキ,https://touhouikangetsu.wiki.fc2.com/wiki/%E3%80%8E%E2%91%A5%E3%80%8A%E5%9C%B0%E4%B8%8A%E3%81%AE%E5%85%8E%E3%80%8B%E5%9B%A0%E5%B9%A1%E3%81%A6%E3%82%90%E3%80%8F
